_id,restaurante_id,nombre,descripcion,precio,categoria
6819c420ce840648fb8e974d,6819c420ce840648fb8e963c,Pretty,Police series dark task magazine front just.,24.54,Postre
6819c420ce840648fb8e974e,6819c420ce840648fb8e9633,High,Where follow born ok.,20.58,Bebida
6819c420ce840648fb8e974f,6819c420ce840648fb8e9647,When,Record night series Mrs huge receive cup.,7.01,Postre
6819c420ce840648fb8e9750,6819c420ce840648fb8e9649,Believe,Trip production system certainly future government card history.,26.48,Bebida
6819c420ce840648fb8e9751,6819c420ce840648fb8e9632,Through,Party wife food different step.,20.67,Bebida
6819c420ce840648fb8e9752,6819c420ce840648fb8e9640,Else,Choice yeah ago difference reason despite themselves.,5.9,Entrada
6819c420ce840648fb8e9753,6819c420ce840648fb8e962d,Less,Certainly father who tax low.,20.78,Postre
6819c420ce840648fb8e9754,6819c420ce840648fb8e962c,Leg,News your court control million hundred.,23.67,Bebida
6819c420ce840648fb8e9755,6819c420ce840648fb8e9624,Parent,Section religious word sound enjoy have.,24.01,Entrada
6819c420ce840648fb8e9756,6819c420ce840648fb8e963a,We,Floor ground when care team.,9.16,Postre
6819c420ce840648fb8e9757,6819c420ce840648fb8e961f,Scientist,Somebody often benefit true world.,6.15,Entrada
6819c420ce840648fb8e9758,6819c420ce840648fb8e9630,Section,Movement bit step direction give reduce with.,13.96,Bebida
6819c420ce840648fb8e9759,6819c420ce840648fb8e9627,Tend,Let off apply peace market.,11.1,Bebida
6819c420ce840648fb8e975a,6819c420ce840648fb8e9642,Least,Well commercial nice next.,22.05,Plato fuerte
6819c420ce840648fb8e975b,6819c420ce840648fb8e9628,Art,Live relationship as great western everybody.,9.38,Bebida
6819c420ce840648fb8e975c,6819c420ce840648fb8e9645,Entire,Require make region.,22.08,Bebida
6819c420ce840648fb8e975d,6819c420ce840648fb8e9643,Yes,Worry Democrat laugh Mrs.,8.58,Bebida
6819c420ce840648fb8e975e,6819c420ce840648fb8e9646,Represent,Form now then watch certain.,11.35,Postre
6819c420ce840648fb8e975f,6819c420ce840648fb8e9648,Notice,Fire according participant Republican group build within pass.,5.23,Bebida
6819c420ce840648fb8e9760,6819c420ce840648fb8e9630,Next,Room run eat own serve conference.,21.94,Plato fuerte
6819c420ce840648fb8e9761,6819c420ce840648fb8e9622,Course,Power manager build.,16.04,Postre
6819c420ce840648fb8e9762,6819c420ce840648fb8e9643,Behind,Watch off we hold.,12.48,Bebida
6819c420ce840648fb8e9763,6819c420ce840648fb8e964a,Involve,Recent catch gas benefit great religious.,11.25,Postre
6819c420ce840648fb8e9764,6819c420ce840648fb8e962a,Until,Matter continue husband dinner worry.,29.98,Bebida
6819c420ce840648fb8e9765,6819c420ce840648fb8e9624,Property,Fund sell model after.,10.93,Postre
6819c420ce840648fb8e9766,6819c420ce840648fb8e9642,Police,Word arrive health collection.,12.4,Postre
6819c420ce840648fb8e9767,6819c420ce840648fb8e961f,Newspaper,Above his agree.,29.45,Bebida
6819c420ce840648fb8e9768,6819c420ce840648fb8e962f,West,Nor teacher western country per consider despite.,5.2,Entrada
6819c420ce840648fb8e9769,6819c420ce840648fb8e9644,Hair,The tree outside off.,23.63,Postre
6819c420ce840648fb8e976a,6819c420ce840648fb8e964f,Vote,Relationship they concern chance standard air.,24.97,Postre
6819c420ce840648fb8e976b,6819c420ce840648fb8e962c,American,Thousand soldier build various various blue raise.,20.92,Postre
6819c420ce840648fb8e976c,6819c420ce840648fb8e9649,Performance,Cold between cover choice party front lawyer.,23.89,Plato fuerte
6819c420ce840648fb8e976d,6819c420ce840648fb8e9646,Reason,Story six want protect assume east center.,7.43,Entrada
6819c420ce840648fb8e976e,6819c420ce840648fb8e9631,Television,Could identify group true TV specific travel.,24.72,Entrada
6819c420ce840648fb8e976f,6819c420ce840648fb8e9643,Second,Better mind professional fly month offer mother hour.,14.12,Plato fuerte
6819c420ce840648fb8e9770,6819c420ce840648fb8e9623,Office,Executive career shake fall phone.,27.74,Postre
6819c420ce840648fb8e9771,6819c420ce840648fb8e964d,International,Help make make focus machine home.,15.39,Plato fuerte
6819c420ce840648fb8e9772,6819c420ce840648fb8e9626,Modern,Side recognize month among water.,24.66,Postre
6819c420ce840648fb8e9773,6819c420ce840648fb8e963f,Food,Security number community finish answer agreement whom his.,17.54,Postre
6819c420ce840648fb8e9774,6819c420ce840648fb8e9628,He,Appear stay them school model condition he.,11.42,Bebida
6819c420ce840648fb8e9775,6819c420ce840648fb8e9630,Say,Treat better wear.,23.66,Postre
6819c420ce840648fb8e9776,6819c420ce840648fb8e9625,Wait,Republican authority data deal policy.,16.71,Entrada
6819c420ce840648fb8e9777,6819c420ce840648fb8e9627,Administration,Two deal ready.,23.85,Plato fuerte
6819c420ce840648fb8e9778,6819c420ce840648fb8e9649,Window,Above drive sport story worker.,23.11,Bebida
6819c420ce840648fb8e9779,6819c420ce840648fb8e9641,In,Head study and center east.,14.14,Bebida
6819c420ce840648fb8e977a,6819c420ce840648fb8e961e,Relate,Think institution now tell phone.,11.61,Entrada
6819c420ce840648fb8e977b,6819c420ce840648fb8e963b,Democratic,Important act statement help successful.,14.21,Postre
